File	Left Context	Hit	Right Context
2020-07-29_15-32-00_UTC.txt	you're supposed to go to Target? whoops. \\ #gooutside #eatrealfood #	femininity #	feminism #women #beauty #tradwife #traditional #folkandfork #housewife #housewife #simplelife #
2020-08-02_23-13-17_UTC.txt	like today, they are good for the soul. \\ #gooutside #eatrealfood #	femininity #	feminism #women #beauty #tradwife #traditional #folkandfork #housewife #housewife #simplelife #
2020-08-09_02-07-50_UTC.txt	and I love it. \\ #antiquefurniture #farmhousedresser #yardsalefinds #thrifting #gooutside #eatrealfood #	femininity #	feminism #women #beauty #tradwife #traditional #folkandfork #housewife #housewife #simplelife #
2020-08-10_19-02-14_UTC.txt	it's not impossible.  \\ #marriage #anniversary #weddingdress #coffeeshopwedding #gooutside #eatrealfood #	femininity #	feminism #women #beauty #tradwife #traditional #folkandfork #housewife #housewife #simplelife #
2020-08-12_03-50-52_UTC.txt	range in the woods last night.  \\ #outdoorrange #targetpractice #gooutside #eatrealfood #	femininity #	feminism #women #beauty #tradwife #traditional #folkandfork #housewife #housewife #simplelife #
2020-08-14_04-22-24_UTC.txt	with them, let me know. >><< #brass #cuttingboards #kitchen #gooutside #eatrealfood #	femininity #	feminism #women #beauty #tradwife #traditional #folkandfork #housewife #housewife #simplelife #
2020-08-16_04-22-24_UTC.txt	weird the rest of this year, be ready! \\ #gooutside #eatrealfood #	femininity #	feminism #women #beauty #tradwife #traditional #folkandfork #housewife #housewife #simplelife #
2020-08-17_01-48-42_UTC.txt	mrsdeethewifey for the perfect summer day! \\ #lakehouse #summerdays #gooutside #eatrealfood #	femininity #	feminism #women #beauty #tradwife #traditional #folkandfork #housewife #housewife #simplelife #
2020-08-20_04-21-56_UTC.txt	since I took this picture 🌱  \\ #houseplants #oildiffuser #bedtimeroutine #gooutside #eatrealfood #	femininity #	feminism #women #beauty #tradwife #traditional #folkandfork #housewife #housewife #simplelife #
2020-08-21_05-20-14_UTC.txt	women, and broken families. In my opinion. \\ #womenssuffrage #gooutside #eatrealfood #	femininity #	feminism #women #beauty #tradwife #traditional #folkandfork #housewife #housewife #simplelife #
2020-08-23_17-17-40_UTC.txt	majestic than the mountains of prey.” ‭‭Psalms‬ ‭76:4‬  \\ #bitterrootvalley #gooutside #eatrealfood #	femininity #	feminism #women #beauty #tradwife #traditional #folkandfork #housewife #housewife #simplelife #
2020-08-26_03-08-08_UTC.txt	a new era? Give me your thoughts below. \\  #gooutside #eatrealfood #	femininity #	feminism #women #beauty #tradwife #traditional #folkandfork #housewife #housewife #simplelife #
2020-08-31_01-42-35_UTC.txt	go out and enjoy it whenever you can. \\ #gooutside #eatrealfood #	femininity #	feminism #women #beauty #tradwife #traditional #folkandfork #housewife #housewife #simplelife #
